Country;ISO Country code;Population 2018;Surface 2018;;GINI index;happy planet index 2016;happy planet index 2019;human development index 2017;human development index 2021;sustainable economic development assessment (SEDA) 2018;;GDP growth 2018;GDP growth 2021 or latest year;GDP 2018;GDP 2019;GDP 2020;GDP 2021;GDP per capita 2018;GDP per capita 2019;GDP per capita 2020;GDP per capita 2021;Economic Growth 2018;Economic Growth 2021 or latest;;health expenditure 2014;health expenditure 2015;health expenditure 2016;health expenditure 2017;health expenditure 2018;health expenditure 2019;health expenditure 2020;health expenditure 2021;health expenditure 2021 or latest;health expenditure per person 2015;health expenditure per person 2018;health expenditure per person 2019;infant mortality 2020;maternal mortality per 100,000 live births 2017 (latest year);;education expenditure 2014;education expenditure 2018;education expenditure 2021 or latest year;Education as % of GDP 2018;Education as % of GDP 2021 or latest; % of primary school aged kids out of school 2018;% of primary school aged kids out of school 2021 or latest year;;Unemployment (%) 2018;Unemployment (%) 2021;% of population in extreme poverty latest year;% of population with access to electricity 2020;;political rights score 2018;political rights score 2022;civil liberties score 2018;civil liberties score 2022;political stability & absence of violence 2017;political stability & absence of violence 2021;government effectiveness 2017;government effectiveness 2021;regulatory quality 2017;regulatory quality 2021;rule of law 2017;rule of law 2021;control of corruption 2017;control of corruption 2021;judicial effectiveness score 2018;judicial effectiveness score 2022;government integrity score 2018;government integrity score 2022;overall economic freedom score 2017; overall economic freedom score 2022;financial freedom score 2018;financial freedom score 2022;government expenditure (% of GDP) 2018;;CO2e emissions per capita 2019;share of electricity from renewables generation 2015;share of electricity from renewables generation 2020 or latest year;;% of seats held by women in national parliaments 2017;% of seats held by women in national parliaments 2018; % of seats held by women in national parliaments 2021;Military Spending as % of GDP 2021;Military Spending as % of GDP 2019
Nepal;NPL;29000000;143351;;32,8;30,5;53,1;0,574;0,602;41,7;;3,4;4,24694014145481;106,025235593668;113,083394294836;110,403746858447;115,092527901448;13960,4433239947;14096,6225485556;14337,2654088139;15102,6610390683;7,62237610768169;4,24694014145481;;3,47213006019592;3,25902009010315;3,90320992469788;4,76722002029419;4,43445014953613;4,23999977111816;4,3899998664856;;4,3899998664856;151;51,13627625;53,24640274;23,8;186;;3,993020058;4,43445014953613;4,3899998664856;4,43445014953613;4,39;;4,34500980377197;;3,2;5,05200004577637;;89,9000015258789;;25;25;30;32;-0,66;-0,243006080389023;-0,88;-0,87152624130249;-0,72;-0,616685688495636;-0,68;-0,46663436293602;-0,75;-0,53073513507843;36,2;34,1;24,6;33,8;54,1;49,7;30;30;20,3;;0,470136453499051;100%;100%;;29,6;32,7272727272727;32,7272727272727;1,33699189046487%;1,6%
Netherlands;NLD;17000000;33893;;30,3;35,3;54,9;0,931;0,941;80,3;;1,9;5,03590202448922;966,020584715913;984,911971364286;947,498750723795;995,213859493505;57826,6284976675;59004,3249664016;59266,9085805339;63766,8871132125;2,36091509478513;5,03590202448922;;5,458899974823;5,34815979003906;5,47959995269775;5,17509984970093;5,35764980316162;;;;5,35764980316162;5313;5336,984375;5335,30126953;1,8;5;;5,529310226;5,35764980316162;;5,35764980316162;-;;;;6,2;4,01000022888184;;100;;40;39;59;58;0,92;0,915172874927521;1,85;1,76668214797974;2,05;1,75258338451386;1,83;1,73934757709503;1,87;2,03564190864563;74,1;96,9;86;92,3;76,2;79,5;80;80;45;;8,43707462722941;14,7%;29,1269005601651%;;36;36;39,3333333333333;1,42245070291373%;1,3%
New Zealand;NZL;4700000;264537;;36,2;31,3;57,4;0,917;0,937;78,6;;3,4;4,64680674951514;210,049865029678;214,65516046361;211,966251407905;221,815913485022;42520,7544165013;45554,809398512;44657,7737248265;46419,5086997581;3,35921954753083;4,64680674951514;;6,34243011474609;6,32505989074707;6,411789894104;6,25973987579346;6,04850006103516;;;;6,04850006103516;3530;4037,46289063;4211,04638672;5,74955118003866;9;;6,355259895;6,04850006103516;;6,04850006103516;-;0,380730003118515;0,407299995422363;;5,2;4,12400007247925;;100;;40;40;58;59;1,59;1,43862354755402;1,77;1,35075128078461;2,09;1,80816531181335;1,92;1,81831800937653;2,24;2,20169520378113;88,4;95,9;95,7;97,5;84,2;80,6;80;80;41;;6,83041418732592;80,8%;80,9814305825568%;;34,2;38,3333333333333;49,1666666666667;1,37098065911184%;1,5%
Nicaragua;NIC;6000000;119990;;47,1;38,7;55,2;0,658;0,667;43,5;;4,5;10,3449290198086;37,0453106710195;35,6450389946019;35,0072038156248;38,6286742021709;5866,57109970782;5675,56431553095;5573,86872875058;6331,67249916797;-3,3637057173864;10,3449290198086;;4,08329010009766;4,07843017578125;4,08114004135132;4,35769987106323;4,46999979019165;4,59999990463257;4,63000011444092;;4,63000011444092;406;173,49383545;160,75878906;3,6;98;;-;4,46999979019165;4,63000011444092;4,46999979019165;4,63000011444092;;;;5,9;5,95699977874756;;88,9073791503906;;12;5;32;18;-0,05;-0,4671411216259;-0,64;-0,852298974990845;-0,67;-0,835881471633911;-0,64;-1,355992436409;-0,87;-1,23629057407379;19;19,5;24,2;19;58,9;54,8;50;50;25,8;;0,80054959429675;51,6%;60,017850136463%;;45,7;45,6521739130435;50,5494505494505;0,60358162170254%;0,7%
Niger;NER;21000000;1266700;;34;16,8;41,4;0,354;0,4;-;;4;1,35205374879854;26,9404270308937;28,5410647173782;29,5628366616929;29,9625421030285;1229,08009097818;1276,04938545306;1288,15351243721;1309,8144985003;7,21080300824623;1,35205374879854;;5,10368013381958;4,48669004440308;2,95843005180359;2,57818007469177;3,457279920578;3,52752876281738;3,83761262893677;;3,83761262893677;68;30,2661438;31,39763641;72,2;509;;6,72770977;3,457279920578;3,83761262893677;3,457279920578;3,83761262893677;41,304859161377;41,0253601074219;;2,6;0,750999987125397;15,6;19,2519092559814;;20;23;29;28;-1,3;-1,61629951000214;-0,67;-0,614557325839996;-0,68;-0,745513617992401;-0,68;-0,404807776212692;-0,65;-0,546674609184265;32,6;35,9;30,4;32,5;49,5;54,9;40;40;30,1;;0,092232251410496;0,8%;4,12782498022084%;;17;16,9590643274854;25,9036144578313;1,84167160216007%;1,8%
Nigeria;NGA;191000000;910768;;48,8;22,2;34,1;0,532;0,535;26,5;;2,7;3,64718654100696;1009,74888641197;1032,04847644527;1013,53091484545;1050,49627796064;5278,23132070641;5352,24111872368;5185,98858372607;5459,15859838337;1,92275734157302;3,64718654100696;;;;;;;;;;;215;66,5456543;71,46572876;13,8;917;;-;;;;-;;;;5;9,78800010681152;9;55,4000015258789;;25;20;25;23;-1,94;-1,77930319309235;-0,96;-0,995998680591583;-0,89;-0,932637810707092;-0,87;-0,855664014816284;-1,07;-1,07011687755585;39,6;33,8;14,4;22,7;58,5;54,4;40;40;11;;0,573636206051187;19%;21,0385998319493%;;5,6;5,55555555555556;3,61111111111111;0,970249204251875%;0,5%
Norway;NOR;5000000;304282;;26,8;36,8;50,9;0,953;0,961;85,3;;1,6;3,92266520973057;341,775361449658;344,324316009162;341,854881688749;355,264704200519;69808,3294106839;66799,1647159421;62644,8457362642;79201,23024678;1,11882847945122;3,92266520973057;;7,69504022598267;7,5693302154541;8,03055000305176;7,91198015213013;7,64411020278931;;;;7,64411020278931;6222;8271,85839844;8007,39794922;23,6;2;;7,68073988;7,64411020278931;;7,64411020278931;-;0,000469999999041;0,008960000239313;;4,8;4,9850001335144;0,2;100;;40;40;60;60;1,15;1,10374522209167;1,98;1,83935570716858;1,81;1,63541412353516;2,02;1,94985139369965;2,24;2,14091753959656;86;97,3;93,6;96;74,3;76,9;60;60;48,6;;6,7222699848575;98,5%;98,953595064717%;;39,6;41,4201183431953;44,9704142011834;1,84135524909727%;1,7%
Oman;OMN;4000000;309500;;-;21,1;-;0,821;0,816;62,1;;4,1;-3,2009359899042;157,415274542985;155,637731097785;150,655866949205;0;33373,3810042941;32604,3454423288;31117,7577060692;;1,28710391543288;-3,2;;;;;5,84018993377686;5,20723009109497;5,41320991516113;;;5,41320991516113;1636;677,9642334;624,7444458;35,3120657231634;19;;-;5,20723009109497;5,41320991516113;5,20723009109497;5,41320991516113;3,23914003372192;1,62876999378204;;17,5;3,12199997901917;;100;;6;6;17;18;0,74;0,506666421890259;0,21;-0,118082351982594;0,42;0,329793661832809;0,43;0,405818223953247;0,25;0,086335800588131;57,4;27,1;51,5;53,3;61;56,6;60;60;50;;15,2824363897061;;0,0110996969227755%;;1,2;1,17647058823529;2,32558139534884;7,34438376565253%;8,8%
Pakistan;PAK;197000000;770875;;30,7;31,5;45,1;0,562;0,544;27,9;;4,2;6,0297520826943;1123,58247982153;1151,6454907702;1136,334136723;1204,85226799842;5420,69579177178;5542,20885070709;5426,01978790109;5877,64257977287;6,15170261099519;6,0297520826943;;2,46592998504639;2,6500198841095;3,00291991233826;2,89951992034912;;2,50755000114441;;;2,50755000114441;134;42,87313461;39,49928665;12,3;140;;2,465929985;;2,50755000114441;;2,50755000114441;;;;5,9;4,35200023651123;0,6;75,3796920776367;;19;15;24;22;-2,4;-1,66677892208099;-0,58;-0,402694642543793;-0,59;-0,731606900691986;-0,72;-0,637021720409393;-0,78;-0,785676658153534;34;28,5;27,3;27,4;54,4;48,8;40;40;19,8;;0,879965499388893;33%;33,7504252649932%;;20,6;20,2346041055718;20,1754385964912;3,83327409524063%;4%
Panama;PAN;4000000;74340;;50,7;39,5;57,9;0,789;0,805;54,5;;5,8;15,335819064068;129,646107734934;133,509192678729;109,551149498039;126,351715567665;31780,5990926928;32767,1869680409;26780,3006033508;31680,1860110126;3,68534452237613;15,335819064068;;;2,83628988265991;2,84608006477356;2,88224005699158;2,8829300403595;3,12736010551453;3,90607142448425;;3,90607142448425;1543;1131,66015625;1192,82080078;10;52;;-;2,8829300403595;3,90607142448425;2,8829300403595;3,90607142448425;;10,510479927063;;5,8;12,0880002975464;0,4;96,7046356201172;;35;35;48;48;0,39;0,285786390304565;0,01;0,159396782517433;0,39;0,192629814147949;0,04;-0,247416600584984;-0,54;-0,570509850978851;29,4;50,7;38,8;38;67;65,4;70;70;23,1;;3,1414549958525;66,5%;66,5475329208568%;;18,3;18,3098591549296;22,5352112676056;...;0%
Papua New Guinea;PNG;8000000;452860;;50,9;-;-;0,544;0,558;-;;9;1,49999999999999;36,0569447746706;37,6724511696112;36,3539153835476;36,8992241143008;4289,67688330437;4473,7772503761;4285,76547486009;4445,36476879927;-0,279252284959952;1,49999999999999;;;;;1,96493005752563;1,8748300075531;;;;1,8748300075531;99;63,48856354;65,08071899;3,7;145;;-;1,8748300075531;;1,8748300075531;-;;;;2,5;2,75200009346008;;60,4000015258789;;25;23;38;39;-0,58;-0,581851005554199;-0,66;-0,887458801269531;-0,65;-0,834686160087585;-0,82;-0,740271627902985;-0,9;-0,755582630634308;55,1;44,2;33,1;26,2;55,7;54,6;30;30;24,5;;0,863707513959878;23,8%;20,8252581282151%;;0;0;0;0,375261408805359%;0,4%
Paraguay;PRY;7000000;397302;;51,7;23,3;47,6;0,702;0,717;46,2;;3;4,19988166614141;89,2304221053981;88,8718451028092;88,1432866999879;91,8452004380352;13134,1633628682;13147,961860876;13034,7165447496;13975,858226826;3,20425034076639;4,19988166614141;;4,78911018371582;3,33815002441406;;3,08968997001648;3,28320002555847;3,46971011161804;3,30362153053284;;3,30362153053284;724;390,04763794;388,39324951;14,2;129;;-;3,28320002555847;3,30362153053284;3,28320002555847;3,3;;;;5,4;7,20599985122681;0,2;100;;27;28;37;37;0,12;-0,00298743811436;-0,81;-0,622933626174927;-0,23;-0,207687929272652;-0,65;-0,557476758956909;-0,72;-1,007155418396;28,2;37,9;28,3;29,5;62,1;62,9;60;60;24,4;;1,16542523160477;100%;99,9961582938247%;;13,8;15;16,25;0,973959842403742%;1%
Peru;PER;32000000;1279996;;45,3;34,6;55,9;0,75;0,762;49,3;;3,3;13,3495090777977;408,868882462974;418,030128535975;372,24454711028;421,937366718374;13086,7903530507;13401,0066899329;11908,0607001648;13895,2758164137;3,969351341365;13,3495090777977;;3,69599008560181;3,96933007240295;3,81316995620728;3,93130993843079;3,71429991722107;3,81996011734009;4,24667978286743;;4,24667978286743;671;365,86383057;370,10995483;20,9;88;;3,691210032;3,71429991722107;4,24667978286743;3,71429991722107;4,24667978286743;1,41640996932983;;;4,9;4,83300018310547;1,8;99,3118133544922;;31;30;42;42;-0,26;-0,405972540378571;-0,13;-0,260793089866638;0,42;0,082626044750214;-0,5;-0,515617430210114;-0,5;-0,633225560188293;33,5;49,7;36,6;39,7;68,7;66,5;60;60;21,9;;1,74559192668502;54%;61,6471577016289%;;27,7;27,6923076923077;40;1,11515648648114%;1,2%
Philippines;PHL;105000000;298170;;44,4;35;57,1;0,699;0,699;44,5;;5,8;5,70315596840621;908,257834444197;963,829823123725;872,089659761095;921,826293241613;8719,58797881042;9290,96606183451;8394,24225784877;9119,69335803543;6,34148557153473;5,70315596840621;;2,78999996185303;3,32999992370605;3,5699999332428;4,40000009536743;3,1331000328064;3,23436999320984;3,88000011444092;;3,88000011444092;323;128,58248901;142,07876587;15,7;121;;-;3,1331000328064;3,88000011444092;3,1331000328064;3,88000011444092;3,80140995979309;3,56169009208679;;5,9;2,40599989891052;0,5;96,8423843383789;;27;25;35;30;-1,24;-0,928916990756989;-0,06;0,070326045155525;0,02;0,076462887227535;-0,41;-0,641974866390228;-0,48;-0,508519768714905;38,2;25,6;34,4;34,7;65;61,1;60;60;18,9;;1,34502905731688;26,5%;21,7643029462949%;;29,5;29,4520547945205;27,9605263157895;1,03784746356299%;1%
Poland;POL;38000000;304255;;30,8;27,5;45;0,865;0,876;67,7;;3,6;5,73258169571089;1202,81721401677;1259,89029128839;1227,88077921848;1298,27004801311;31953,0350337072;33797,7673600747;34286,9850845384;37502,5598711804;5,35370335471698;5,73258169571089;;4,93554019927979;4,80993986129761;4,63339996337891;4,5584602355957;4,61579990386963;;;;4,61579990386963;1704;978,73565674;1014,03820801;52,4287970327087;2;;4,912409782;4,61579990386963;;4,61579990386963;-;2,15774011611938;1,14250004291534;;6,2;3,36800003051758;0,1;100;;36;34;49;47;0,52;0,512429654598236;0,63;0,292776763439178;0,88;0,840023577213287;0,47;0,444528877735138;0,73;0,572010397911072;56,6;54,7;50,9;60,6;68,5;68,7;70;70;41,7;;7,77364183861292;14,6%;20,3638477584379%;;28;28,0434782608696;28,322440087146;2,12041438242855%;2%
Portugal;PRT;10000000;91470;;33,9;24,8;46,3;0,847;0,866;70,8;;1,5;4,88121010306581;350,068760634558;359,460263247851;329,11298878845;345,177685247694;34928,5435337746;36172,0725393171;34177,085710564;35888,1653780986;2,84932593436179;4,88121010306581;;5,12400007247925;4,88554000854492;;5,0156102180481;4,67515993118286;;;;4,67515993118286;2661;2216,30664063;2221,43920898;16,2;8;;5,123250008;4,67515993118286;;4,67515993118286;-;0,416750013828278;0,357089996337891;;11,2;6,64699983596802;0,2;100;;39;39;58;56;1,08;0,952885866165161;1,33;0,991308629512787;0,91;0,736070036888123;1,13;1,1334091424942;0,87;0,768555641174316;70,1;92,1;56,8;67,8;63,4;70,8;60;60;48,4;;4,33976842606964;49,8%;61,583240779748%;;34,8;34,7826086956522;40;2,07275736158857%;1,9%
Qatar;QAT;2600000;11586;;-;-;24,3;0,856;0,855;70,8;;3,3;1,52339735592098;253,049780948974;255,010431886137;245,72690511499;249,470302290298;93143,3455659589;93844,0606297563;89961,4332328736;93521,4417979602;1,23487219150027;1,52339735592098;;3,60535001754761;;;2,96745991706848;;2,80378007888794;3,2336699962616;;3,2336699962616;3900;1730,18188477;1807,15393066;5,6;9;;3,605350018;;3,2336699962616;;3,2336699962616;1,33929002285004;1,91902005672455;;0,2;0,257999986410141;;100;;7;7;17;18;0,55;0,95788049697876;0,74;1,11364328861237;0,42;0,863454759120941;0,72;0,927772462368012;0,73;0,806125164031982;59,8;38,8;71,6;60;72,6;67,7;60;60;36,4;;32,4744687618012;;0,0178378785089479%;;0;9,75609756097561;4,44444444444444;4,80681141610076%;1,5%
Romania;ROU;20000000;229891;;27,3;28,8;46,2;0,811;0,821;60;;3,7;5,87966788545822;555,464884524088;578,729199991784;557,038963773395;589,791004835868;29342,0411489328;31867,2631876811;32202,2086556273;35413,9905779938;4,47452377497343;5,87966788545822;;3,12122011184692;3,10963010787964;2,97989010810852;3,09539008140564;3,34474992752075;;;;3,34474992752075;1090;687,15411377;738,5581665;4,4;19;;3,128509998;3,34474992752075;;3,34474992752075;-;12,5010595321655;12,6829700469971;;6,4;5,16900014877319;0,8;100;;35;35;49;48;0,06;0,533032238483429;-0,17;-0,129637852311134;0,49;0,30902037024498;0,39;0,407664686441422;-0,03;-0,037915125489235;59,7;64,8;40;45,4;69,4;67,1;50;50;33,2;;3,81743447683141;41,3%;47,6758625229085%;;20,7;20,6686930091185;18,5410334346505;1,9539229198089%;2%
Russia;RUS;144000000;16377742;;41,2;18,7;34,9;0,816;0,822;57;;-3,7;4,81979165963526;3913,97594044131;4000,00809608491;3892,6760301852;4080,29490482469;28821,26171875;30067,740234375;29916,013671875;32803,35546875;2,80724541049418;4,81979165963526;;4,01387977600098;3,83402991294861;3,76044011116028;4,68990993499756;4,67819976806641;;;;4,67819976806641;1414;609,00915527;653,41723633;30,3;17;;-;4,67819976806641;;4,67819976806641;-;0,163770005106926;0,071309998631477;;5,7;5,01000022888184;0;100;;5;5;15;14;-0,67;-0,645444393157959;-0,08;-0,176100715994835;-0,48;-0,529822111129761;-0,79;-0,869817554950714;-0,89;-0,9;46,9;34,7;38,1;29,7;58,2;56,1;30;30;35,3;;11,7972029330523;16,9%;19,6956177632486%;;15,8;15,7777777777778;16,2222222222222;4,0800661964948%;3,9%
Rwanda;RWA;12000000;24668;;50,4;19,6;39,2;0,524;0,534;38;;6,9;10,88451916081;25,6957312822469;28,1267010092985;27,1819663787426;30,1405927175218;2138,64992682236;2321,52695260663;2213,568597609;2494,05057169716;8,57943753725192;10,88451916081;;4,19878005981445;3,64915990829468;3,4367299079895;3,12646007537842;3,07375001907349;3,23707413673401;3,33054971694946;3,82156157493591;3,82156157493591;143;52,29534531;51,39912415;31,8;248;;-;3,07375001907349;3,82156157493591;3,07375001907349;3,82156157493591;4,32010984420776;6,34215021133423;;2,5;1,60699999332428;;100;;8;8;15;14;0,04;0,170438632369041;0,26;0,261192619800568;0,15;0,070984154939652;0,13;0,201179966330528;0,63;0,599220454692841;79,6;26,6;61,2;54,7;69,1;57,1;40;40;27,2;;0,105330369319572;50%;48,0261171497585%;;61,3;61,25;61,25;1,54532442091836%;1,2%
Saudi Arabia;SAU;33000000;2149690;;45,9;-;41,6;0,853;0,875;62,6;;3,4;3,2409297684805;1605,26069179246;1610,61874305392;1543,97664845991;1594,01584727823;48767,8365476376;48983,5512604229;46778,2983720365;49551,3345710076;2,51416579969228;3,2409297684805;;;;8,51045799255371;8,01642513275146;7,08581304550171;6,79473543167114;7,80931377410889;;7,80931377410889;3121;1341,51977539;1316,26025391;39,9;17;;-;7,08581304550171;7,80931377410889;7,08581304550171;7,80931377410889;;5,17592000961304;;5,5;7,35799980163574;;100;;0;1;7;6;-0,62;-0,583859264850616;0,25;0,496305406093597;0;0,335709989070892;0,1;0,230156630277634;0,36;0,306925714015961;60,2;35,8;49,9;50,7;59,6;55,5;50;50;40;;15,2845787251876;0%;0,120793573494943%;;19,9;19,8675496688742;19,8675496688742;6,5944758807284%;8%
Senegal;SEN;16000000;192530;;40,3;21,9;51,2;0,505;0,511;38,4;;6,5;6,06449596752137;52,4696660651249;54,8904213213684;55,6179966778303;58,9909478435735;3388,55015849;3510,41840215222;3503,5950167704;3768,66714912817;6,20924103389086;6,06449596752137;;5,72021007537842;5,45637989044189;5,11309003829956;4,62496995925903;4,85822010040283;5,34887504577637;5,49785804748535;;5,49785804748535;97;61,79673004;59,09758377;1,8;315;;7,401400089;4,85822010040283;5,49785804748535;4,85822010040283;5,49785804748535;;24,6449794769287;;9,5;3,72300004959106;1,8;70,3689422607422;;31;29;44;39;-0,04;-0,169552102684975;-0,32;0,059229929000139;-0,15;-0,312054127454758;-0,15;-0,364443629980087;-0,09;0,058420013636351;40,4;49,8;42,6;47,8;55,7;60;40;40;30,2;;0,651679183707327;11,1%;14,3354495187385%;;41,8;41,8181818181818;43,030303030303;1,75791378650056%;1,5%
Serbia;SRB;7000000;77474;;38,7;29;53,2;0,787;0,802;54,9;;0,7;7,3892708902237;121,866012945305;127,144925566708;125,943919030161;135,250256377063;17717,9058010775;18822,3607718475;19093,9553065153;21432,4103390487;4,4951212927627;7,3892708902237;;3,92698001861572;3,78640007972717;3,63470005989075;3,71016001701355;3,58231997489929;3,61647009849548;;;3,58231997489929;1324;617,08654785;641,02502441;50,262233041509;12;;4,180250168;3,58231997489929;3,61647009849548;3,58231997489929;3,61647009849548;1,43445003032684;2,8929500579834;;16,5;11,8070001602173;1,2;100;;28;21;45;41;0,1;-0,134225636720657;0,19;0,047427158802748;0,01;0,0521240234375;-0,19;-0,091587141156197;-0,37;-0,437255442142487;48,2;50,4;36,5;37,9;62,5;65,2;50;50;44,5;;6,61604693907974;28,3%;31,0763311706449%;;34,4;34,4;39,2;2,0865005345612%;2,2%
Sierra Leone;SLE;8000000;71620;;34;15,3;29;0,419;0,477;32,9;;-21,5;3,05020269465146;12,6579353353418;13,3230137891191;13,0606905994989;13,4590681361049;1694,12841362103;1777,15835825302;1726,96415670972;1816,17027050934;3,46460213996657;3,05020269465146;;2,66291999816895;3,05729007720947;3,06023001670837;4,66096019744873;6,98963022232056;7,4470100402832;8,80955028533936;;8,80955028533936;256;44,26722717;46,15795517;11,1;1120;;2,662909985;6,98963022232056;8,80955028533936;6,98963022232056;8,80955028533936;;;;3;5,33300018310547;6;26,2008857727051;;28;28;38;37;0,03;-0,164547756314278;-1,21;-1,11450815200806;-0,92;-0,964902222156525;-0,79;-0,818652033805847;-0,59;-0,431214958429337;29,6;41,9;22;32,4;51,8;52;20;20;18,4;;0,115189572752666;62,9%;91,4466462533942%;;12,4;12,3287671232877;12,3287671232877;0,609065850522684%;0,7%
Singapore;SGP;6000000;709,2;;45,9;-;45,5;0,932;0,939;81,8;;2;7,61396261502647;554,490236495799;560,565633905584;537,340807616384;578,253735823577;100686,237096513;102431,315672936;99681,2941505156;116486,473211409;3,66130499436235;7,61396261502647;;2,9243700504303;2,86309003829956;2,8748300075531;2,76826000213623;2,85597991943359;2,73621010780334;2,50665998458862;;2,50665998458862;3681;2667,67480469;2632,71386719;16,6;8;;-;2,85597991943359;2,50665998458862;2,85597991943359;2,51;0,204339995980263;0,101080000400543;;1,8;3,62400007247925;;100;;19;19;33;28;1,59;1,49318969249725;2,21;2,29148745536804;2,12;2,23104405403137;1,82;1,85771286487579;2,13;2,1715395450592;90,9;58,3;91,2;92,8;88,8;84,4;80;80;17,7;;8,30707949147546;3,3%;3,51179701455518%;;23;23;29,8076923076923;2,97823131145017%;3,2%
Slovakia;SVK;5000000;48105;;23,7;28,2;46,6;0,855;0,848;67,4;;3,6;3,02047175095616;169,716059936022;174,13779010578;166,547552548504;171,57807432514;31214,5925736482;31966,5548434084;31356,458282425;33010,2907484654;3,79441055314645;3,02047175095616;;4,23041009902954;4,59206008911133;3,91286993026733;3,94278001785278;3,97256994247437;;;;3,97256994247437;2062;1299,91137695;1342,0748291;1,8;5;;4,230679989;3,97256994247437;;3,97256994247437;-;4,43058013916016;3,28853011131287;;10;6,73999977111816;0,1;100;;36;37;53;53;0,88;0,559577465057373;0,81;0,529206514358521;0,82;0,874235033988953;0,57;0,705730617046356;0,22;0,24;38,8;71,9;38,2;53,7;65,3;69,7;70;70;43,1;;5,69841625532024;23,7%;24,9837977965003%;;20;20;22,6666666666667;1,70581580202089%;1,8%
Slovenia;SVN;2100000;20151;;24,4;24,6;47,9;0,896;0,918;72,6;;2,9;8,11455809854249;78,7750653672742;81,3356735516626;77,8957753145934;84,2166732588062;38961,5443523867;40670,8778673103;39725,259194249;43624,6732149672;4,4225215682918;8,11455809854249;;5,29169988632202;4,90953016281128;4,79266977310181;4,78053998947144;4,93587017059326;;;;4,93587017059326;2734;2169,57910156;2219,10058594;2,1;7;;5,294439793;4,93587017059326;;4,93587017059326;-;0,232710003852844;0,108580000698566;;8,7;4,4229998588562;0;100;;39;38;54;52;0,89;0,760043501853943;1,17;1,1782032251358;0,58;0,834269523620606;1,02;1,02999997138977;0,81;0,719230949878693;57,7;91,6;52,1;66,7;64,8;70,5;50;50;47,9;;6,51220937780615;30,5%;36,1700822186771%;;36,7;24,4444444444444;26,6666666666667;1,21807578663846%;1,1%
Solomon Islands;SLB;600000;27986;;-;-;-;0,546;0,564;-;;3,3;-0,177260016223329;833,905307629785;850,94337840254;801,909866219997;832,059437093777;2761,59959455233;2772,8008329065;2618,32370212961;2656,10060307749;3,94312375062317;-0,177260016223329;;9,8120002746582;10,1349000930786;12;12,1099996566772;10,8100004196167;11,1300001144409;12,75;;12,75;173;96,3806076;111,90448761;80,1;104;;-;10,8100004196167;12,75;10,8100004196167;12,75;4,38313007354736;6,64770984649658;;31,4;1,02900004386902;;73,3464813232422;;28;30;44;49;0,21;0,490975320339203;-1,01;-0,911644220352173;-0,8;-0,863144218921661;-0,21;-0,351536840200424;0,11;-0,140978410840035;57,3;59,5;36,8;42,3;57,5;56,5;30;30;46,3;;0,537457043456558;;5,2554115114623%;;2;2,04081632653061;8;;
Somalia;SOM;15000000;627337;;-;-;-;-;-;-;;3,7;3,33443080651648;1,76085973404394;1,7820687457761;1,70508873786734;1,70206629729398;1156,51609418775;1236,52454393809;1245,64228299398;1302,45251909923;7,6788798020291;3,33443080651648;;;;;;;;;;;-;;;4,9;829;;-;;;;-;;;;6,6;19,8649997711182;;49,7308692932129;;1;1;6;6;-2,33;-2,68323922157288;-2,21;-2,05495309829712;-2,29;-1,81719827651978;-2,31;-2,27297759056091;-1,72;-1,77805280685425;25,4;-;17,8;-;-;-;-;-;-;;0,044680709551416;1,4%;4,9682264586944%;;24,4;24,3636363636364;24,3636363636364;...;
South Africa;ZAF;57000000;1214470;;62,5;15,9;36,2;0,699;0,713;38,5;;1,3;4,91460266078032;16,9522623632203;18,3222492784613;18,7693508157921;19,395201831577;14207,4328532031;14288,589885661;13359,4843319287;14420,1743171499;1,48761737271568;4,91460266078032;;5,48977994918823;5,48285007476807;5,4442400932312;5,59867000579834;5,64401006698608;5,9177098274231;6,19288015365601;;6,19288015365601;1086;564,5032959;546,68841553;41,7;119;;6,04693985;5,64401006698608;6,19288015365601;5,64401006698608;6,19288015365601;11,007960319519;10,7870397567749;;25,9;33,5589981079102;;84,3855361938477;;32;33;46;46;-0,27;-0,706576824188232;0,28;-0,017443843185902;0,23;-0,073147527873516;-0,01;0,130612432956696;-0,01;0,022103222087026;65,9;61,3;45,4;48,4;63;56,2;50;50;32,6;;7,5077360921292;2,4%;7,01223189144427%;;42;42,7480916030534;46,5822784810127;;1%
South Sudan;SSD;13000000;644329;;46;-;-;0,388;0,385;-;;-;;801,925265373742;802,831871531356;751,193927658915;788,11212441526;;;;;;-;;1,23246002197266;1,46555995941162;1,54390001296997;;;;;;;71;26,70323944;22,63818741;50,3;1150;;1,712970018;;;;;;;;-;13,914999961853;;7,24133825302124;;-2;-3;4;4;-2,46;-2,30244493484497;-2,48;-2,38260555267334;-1,94;-1,98455679416657;-1,94;-2,04507803916931;-1,71;-1,81744623184204;-;-;-;-;-;-;-;-;-;;0,153677682917001;0,6%;0,717282932252627%;;28,5;28,4595300261097;32,3636363636364;2,3682150249073%;3,4%
